tick,year,month,market_cap,percentile
EMR,2018,09,48794100000.0,0.9748470428280082
TJX,2018,02,48092900000.0,0.9746204396102425
BUD,2018,12,47320200000.0,0.9743938363924768
GM,2018,12,47211500000.0,0.9741672331747111
D,2018,12,46812300000.0,0.9739406299569454
GD,2018,12,46557700000.0,0.9737140267391797
BK,2018,12,46541800000.0,0.973487423521414
OXY,2018,12,46343500000.0,0.9732608203036484
CI,2018,12,46252000000.0,0.9730342170858827
SO,2018,12,45188800000.0,0.972807613868117
CCI,2018,12,45065200000.0,0.9725810106503512
CELG,2018,12,44815000000.0,0.9723544074325855
ILMN,2018,12,44089700000.0,0.9721278042148198
CCL,2018,11,43720800000.0,0.9719012009970541
RTN,2018,12,43639900000.0,0.9716745977792884
ICE,2018,12,42906800000.0,0.9714479945615228
HCA,2018,12,42830800000.0,0.9712213913437571
SPGI,2018,12,42637900000.0,0.9709947881259914
ECL,2018,12,42565400000.0,0.9707681849082257
NOC,2018,12,42519500000.0,0.97054158169046
VRTX,2018,12,42348500000.0,0.9703149784726943
ITW,2018,12,42035900000.0,0.9700883752549286
DE,2018,10,41997700000.0,0.969861772037163
STZ,2018,02,41956200000.0,0.9696351688193973
ZTS,2018,12,41097800000.0,0.9694085656016316
LVS,2018,12,40784000000.0,0.9691819623838659
MPC,2018,12,40767300000.0,0.9689553591661002
NSC,2018,12,40726800000.0,0.9687287559483345
MET,2018,12,40519600000.0,0.9685021527305687
REGN,2018,12,40425600000.0,0.968275549512803
MMC,2018,12,40170700000.0,0.9680489462950373
WDAY,2019,01,39936600000.0,0.9678223430772717
PSX,2018,12,39725900000.0,0.967595739859506
KMB,2018,12,39457500000.0,0.9673691366417403
HUM,2018,12,39301300000.0,0.9671425334239746
TGT,2018,02,38468600000.0,0.9669159302062089
HPQ,2018,10,38199300000.0,0.9666893269884432
WM,2018,12,37940600000.0,0.9664627237706775
TGT,2019,02,37801600000.0,0.9662361205529119
APD,2018,09,37151300000.0,0.9660095173351462
MAR,2018,12,37033100000.0,0.9657829141173805
PLD,2018,12,36966000000.0,0.9655563108996148
AEP,2018,12,36855000000.0,0.9653297076818491
SHW,2018,12,36838200000.0,0.9651031044640834
CTSH,2018,12,36756700000.0,0.9648765012463177
EA,2018,03,36414700000.0,0.964649898028552
COF,2018,12,35803700000.0,0.9644232948107863
ATVI,2018,12,35535300000.0,0.9641966915930206
SYY,2018,06,35406400000.0,0.9639700883752549
PSA,2018,12,35293100000.0,0.9637434851574892
PGR,2018,12,35181100000.0,0.9635168819397235
BAX,2018,12,35025500000.0,0.9632902787219578
AON,2018,12,35009100000.0,0.9630636755041921
AIG,2018,12,34864000000.0,0.9628370722864265
AFL,2018,12,34683900000.0,0.9626104690686608
ROST,2019,02,34220200000.0,0.9623838658508951
DAL,2018,12,34212400000.0,0.9621572626331294
KMI,2018,12,33943900000.0,0.9619306594153637
PRU,2018,12,33680200000.0,0.961704056197598
FIS,2018,12,33583900000.0,0.9614774529798323
BBT,2018,12,33383200000.0,0.9612508497620667
XLNX,2019,03,32843000000.0,0.961024246544301
JCI,2018,09,32538800000.0,0.9607976433265353
VFC,2019,03,32531300000.0,0.9605710401087696
RHT,2019,02,32276500000.0,0.9603444368910039
ADSK,2019,01,32238100000.0,0.9601178336732381
STZ,2019,02,32117500000.0,0.9598912304554724
ADI,2018,11,32104900000.0,0.9596646272377067
NOW,2018,12,31924400000.0,0.959438024019941
LYB,2018,12,31905000000.0,0.9592114208021754
VLO,2018,12,31810400000.0,0.9589848175844097
TRV,2018,12,31719700000.0,0.958758214366644
EA,2019,03,31019600000.0,0.9585316111488783
TEL,2018,09,30640000000.0,0.9583050079311126
AMAT,2018,10,30590700000.0,0.9580784047133469
F,2018,12,30431000000.0,0.9578518014955812
DG,2019,02,30242200000.0,0.9576251982778156
ETN,2018,12,29757200000.0,0.9573985950600499
AMTD,2018,09,29727900000.0,0.9571719918422842
SRE,2018,12,29607300000.0,0.9569453886245185
ENB,2018,12,29405300000.0,0.9567187854067528
ROST,2018,02,29387000000.0,0.9564921821889871
FISV,2018,12,29283600000.0,0.9562655789712214
MCK,2018,03,28848300000.0,0.9560389757534556
YUM,2018,12,28706800000.0,0.95581237253569
ALL,2018,12,28461300000.0,0.9555857693179243
EQIX,2018,12,28342500000.0,0.9553591661001586
LRCX,2018,06,28053400000.0,0.9551325628823929
ORLY,2018,12,27582300000.0,0.9549059596646272
ROP,2018,12,27566400000.0,0.9546793564468615
MNST,2018,12,27216900000.0,0.9544527532290958
EBAY,2018,12,27026600000.0,0.9542261500113302
DG,2018,02,27004300000.0,0.9539995467935645
MCO,2018,12,26831700000.0,0.9537729435757988
WMB,2018,12,26692500000.0,0.9535463403580331
PEG,2018,12,26308700000.0,0.9533197371402674
LUV,2018,12,26136000000.0,0.9530931339225017
RHT,2018,02,26090400000.0,0.952866530704736
WELL,2018,12,26073500000.0,0.9526399274869704
ADSK,2018,01,25467300000.0,0.9524133242692047
SIRI,2018,12,25361800000.0,0.952186721051439
XEL,2018,12,25317300000.0,0.9519601178336733
WDAY,2018,01,25176900000.0,0.9517335146159075
KR,2018,02,25092400000.0,0.9515069113981418
DLTR,2018,02,24952000000.0,0.9512803081803761
DXC,2018,03,24585000000.0,0.9510537049626104
PPG,2018,12,24523400000.0,0.9508271017448447
APH,2018,12,24413500000.0,0.9506004985270791
EQR,2018,12,24320800000.0,0.9503738953093134
GIS,2018,05,24220500000.0,0.9501472920915477
GLW,2018,12,24180100000.0,0.949920688873782
MPLX,2018,12,24060600000.0,0.9496940856560163
AVB,2018,12,24057600000.0,0.9494674824382506
STT,2018,12,23937300000.0,0.949240879220485
WP,2018,12,23854400000.0,0.9490142760027193
ED,2018,12,23811100000.0,0.9487876727849536
SCCO,2018,12,23786600000.0,0.9485610695671879
CNC,2018,12,23677500000.0,0.9483344663494222
BHGE,2018,12,23648500000.0,0.9481078631316565
PAYX,2018,05,23561300000.0,0.9478812599138908
IQV,2018,12,23501900000.0,0.947654656696125
DLTR,2019,02,23449600000.0,0.9474280534783593
RSG,2018,12,23398300000.0,0.9472014502605937
HAL,2018,12,23285300000.0,0.946974847042828
SQ,2018,12,23193100000.0,0.9467482438250623
WDC,2018,06,23164300000.0,0.9465216406072966
ROK,2018,09,23156200000.0,0.9462950373895309
ADM,2018,12,22969600000.0,0.9460684341717652
S,2019,03,22916000000.0,0.9458418309539995
FLT,2018,12,22815800000.0,0.9456152277362339
UAL,2018,12,22813400000.0,0.9453886245184682
MCK,2019,03,22796500000.0,0.9451620213007025
HRL,2018,10,22753500000.0,0.9449354180829368
STI,2018,12,22661900000.0,0.9447088148651711
FTV,2018,12,22595900000.0,0.9444822116474054
HSY,2018,12,22487200000.0,0.9442556084296397
HPE,2018,10,22442600000.0,0.944029005211874
KR,2019,02,22432500000.0,0.9438024019941084
PXD,2018,12,22419200000.0,0.9435757987763427
TROW,2018,12,22217200000.0,0.9433491955585769
OKE,2018,12,22193000000.0,0.9431225923408112
APC,2018,12,22107700000.0,0.9428959891230455
DLR,2018,12,21979300000.0,0.9426693859052798
TWTR,2018,12,21878300000.0,0.9424427826875141
WEC,2018,12,21853300000.0,0.9422161794697484
ALXN,2018,12,21720700000.0,0.9419895762519828
TSN,2018,09,21535000000.0,0.9417629730342171
CMI,2018,12,21457400000.0,0.9415363698164514
HLT,2018,12,21293700000.0,0.9413097665986857
ZBH,2018,12,21156400000.0,0.94108316338092
INFO,2018,11,21036600000.0,0.9408565601631543
VTR,2018,12,20885400000.0,0.9406299569453886
PH,2018,06,20753600000.0,0.940403353727623
MCHP,2019,03,20685100000.0,0.9401767505098573
A,2018,10,20653100000.0,0.9399501472920916
ES,2018,12,20610300000.0,0.9397235440743259
CXO,2018,12,20583700000.0,0.9394969408565602
MCHP,2018,03,20535500000.0,0.9392703376387944
RCL,2018,12,20437800000.0,0.9390437344210287
PPL,2018,12,20403300000.0,0.938817131203263
AZO,2018,08,20301300000.0,0.9385905279854974
MTB,2018,12,20089400000.0,0.9383639247677317
ABC,2018,09,20075700000.0,0.938137321549966
PCAR,2018,12,19966700000.0,0.9379107183322003
BBY,2018,02,19884000000.0,0.9376841151144346
DFS,2018,12,19815200000.0,0.9374575118966689
K,2018,12,19783700000.0,0.9372309086789032
MKC,2018,11,19749800000.0,0.9370043054611376
BX,2018,12,19742800000.0,0.9367777022433719
WLTW,2018,12,19732500000.0,0.9365510990256062
WCN,2018,12,19565400000.0,0.9363244958078405
TDG,2018,09,19481600000.0,0.9360978925900748
CTAS,2018,05,19449900000.0,0.9358712893723091
S,2018,03,19414800000.0,0.9356446861545434
FE,2018,12,19204800000.0,0.9354180829367778
MSI,2018,12,18812200000.0,0.9351914797190121
O,2018,12,18604100000.0,0.9349648765012463
NTRS,2018,12,18506400000.0,0.9347382732834806
EIX,2018,12,18496300000.0,0.9345116700657149
NEM,2018,12,18456700000.0,0.9342850668479492
SPLK,2019,01,18449200000.0,0.9340584636301835
AMD,2018,12,18449100000.0,0.9338318604124178
PANW,2018,07,18414400000.0,0.9336052571946521
SBAC,2018,12,18345600000.0,0.9333786539768865
SWK,2018,12,18087900000.0,0.9331520507591208
NTAP,2018,04,18058000000.0,0.9329254475413551
LULU,2019,02,17982100000.0,0.9326988443235894
VRSK,2018,12,17950200000.0,0.9324722411058237
VRSN,2018,12,17926500000.0,0.932245637888058
XLNX,2018,03,17592400000.0,0.9320190346702923
CQP,2018,12,17472700000.0,0.9317924314525267
BXP,2018,12,17382300000.0,0.931565828234761
CLX,2018,06,17291900000.0,0.9313392250169953
CERN,2018,12,17278400000.0,0.9311126217992296
HRS,2018,06,17161100000.0,0.9308860185814638
ULTA,2019,02,17143600000.0,0.9306594153636981
SYF,2018,12,16861400000.0,0.9304328121459324
EXPE,2018,12,16782000000.0,0.9302062089281667
ALGN,2018,12,16751100000.0,0.9299796057104011
MXIM,2018,06,16534500000.0,0.9297530024926354
OMC,2018,12,16413500000.0,0.9295263992748697
AWK,2018,12,16393000000.0,0.929299796057104
WY,2018,12,16377500000.0,0.9290731928393383
CTL,2018,12,16372000000.0,0.9288465896215726
CBS,2018,12,16364200000.0,0.9286199864038069
IP,2018,12,16346900000.0,0.9283933831860413
GPN,2018,12,16316500000.0,0.9281667799682756
NUE,2018,12,16264800000.0,0.9279401767505099
SWKS,2018,09,16235400000.0,0.9277135735327442
APTV,2018,12,16222000000.0,0.9274869703149785
ESS,2018,12,16199800000.0,0.9272603670972128
CHD,2018,12,16192300000.0,0.9270337638794471
KLAC,2018,06,16179500000.0,0.9268071606616815
LBTYA,2018,12,16086500000.0,0.9265805574439157
IDXX,2018,12,16041200000.0,0.92635395422615
AEE,2018,12,15935400000.0,0.9261273510083843
BBY,2019,02,15933500000.0,0.9259007477906186
DHI,2018,09,15919800000.0,0.9256741445728529
GWW,2018,12,15902600000.0,0.9254475413550872
ANET,2018,12,15892500000.0,0.9252209381373215
VEEV,2019,01,15846600000.0,0.9249943349195558
FDC,2018,12,15836500000.0,0.9247677317017902
AME,2018,12,15714300000.0,0.9245411284840245
TEVA,2018,12,15708500000.0,0.9243145252662588
SYMC,2018,03,15662800000.0,0.9240879220484931
BLL,2018,12,15596000000.0,0.9238613188307274
ETR,2018,12,15590900000.0,0.9236347156129617
AGR,2018,12,15478100000.0,0.923408112395196
FITB,2018,12,15426600000.0,0.9231815091774304
KEY,2018,12,15290400000.0,0.9229549059596647
IAC,2018,12,15286400000.0,0.922728302741899
CAH,2018,06,15270200000.0,0.9225016995241332
LNG,2018,12,15205000000.0,0.9222750963063675
BMRN,2018,12,15162000000.0,0.9220484930886018
CLR,2018,12,15112100000.0,0.9218218898708361
FAST,2018,12,15010200000.0,0.9215952866530704
FCX,2018,12,14939500000.0,0.9213686834353048
TSS,2018,12,14830700000.0,0.9211420802175391
RMD,2018,06,14813400000.0,0.9209154769997734
AAL,2018,12,14789300000.0,0.9206888737820077
CAG,2018,05,14701900000.0,0.920462270564242
SYMC,2019,03,14688000000.0,0.9202356673464763
PAA,2018,12,14554500000.0,0.9200090641287106
AMP,2018,12,14544600000.0,0.919782460910945
MKL,2018,12,14413000000.0,0.9195558576931793
IFF,2018,12,14315800000.0,0.9193292544754136
L,2018,12,14302000000.0,0.9191026512576479
WAT,2018,12,14289400000.0,0.9188760480398822
MTD,2018,12,14165000000.0,0.9186494448221165
CNP,2018,12,14148600000.0,0.9184228416043508
MYL,2018,12,14128300000.0,0.918196238386585
LEN,2018,11,14113100000.0,0.9179696351688194
GPC,2018,12,14091800000.0,0.9177430319510537
CMS,2018,12,14067400000.0,0.917516428733288
CFG,2018,12,13911000000.0,0.9172898255155223
CP,2018,12,13897100000.0,0.9170632222977566
RF,2018,12,13833200000.0,0.9168366190799909
CTXS,2018,12,13807700000.0,0.9166100158622252
WRK,2018,09,13674000000.0,0.9163834126444595
BR,2018,06,13668100000.0,0.9161568094266939
LLL,2018,12,13666600000.0,0.9159302062089282
CBRE,2018,12,13648800000.0,0.9157036029911625
AJG,2018,12,13535200000.0,0.9154769997733968
INCY,2018,12,13532500000.0,0.9152503965556311
RJF,2018,09,13471300000.0,0.9150237933378654
NDAQ,2018,12,13374000000.0,0.9147971901200997
TPR,2018,06,13346100000.0,0.9145705869023341
CPRT,2018,07,13330400000.0,0.9143439836845684
SNPS,2018,10,13303100000.0,0.9141173804668026
TIF,2018,01,13254200000.0,0.9138907772490369
MELI,2018,12,13237700000.0,0.9136641740312712
QSR,2018,12,13143800000.0,0.9134375708135055
HCP,2018,12,13124800000.0,0.9132109675957398
VIAB,2018,09,13077000000.0,0.9129843643779741
SPLK,2018,01,13066500000.0,0.9127577611602085
VMC,2018,12,13046300000.0,0.9125311579424428
LBRDA,2018,12,13023000000.0,0.9123045547246771
MMP,2018,12,13020800000.0,0.9120779515069114
ULTA,2018,02,12990800000.0,0.9118513482891457
LB,2018,02,12981400000.0,0.91162474507138
MSCI,2018,12,12978700000.0,0.9113981418536143
SJM,2018,04,12959400000.0,0.9111715386358487
NLY,2018,12,12900800000.0,0.910944935418083
MGM,2018,12,12789800000.0,0.9107183322003173
LH,2018,12,12749700000.0,0.9104917289825516
YUMC,2018,12,12710400000.0,0.9102651257647859
COO,2018,10,12693300000.0,0.9100385225470201
HBAN,2018,12,12653400000.0,0.9098119193292544
CINF,2018,12,12599200000.0,0.9095853161114887
ABMD,2019,03,12523000000.0,0.909358712893723
PFG,2018,12,12502300000.0,0.9091321096759574
PTC,2018,09,12474600000.0,0.9089055064581917
ARE,2018,12,12391400000.0,0.908678903240426
HST,2018,12,12370200000.0,0.9084523000226603
ABMD,2018,03,12358400000.0,0.9082256968048946
PCG,2018,12,12318500000.0,0.9079990935871289
CPB,2018,07,12308400000.0,0.9077724903693632
CSGP,2018,12,12285900000.0,0.9075458871515976
CDNS,2018,12,12267500000.0,0.9073192839338319
MRVL,2019,02,12207900000.0,0.9070926807160662
CDW,2018,12,12156300000.0,0.9068660774983005
CE,2018,12,12034200000.0,0.9066394742805348
FTNT,2018,12,11999200000.0,0.9064128710627691
HES,2018,12,11998300000.0,0.9060729662361205
CMG,2018,12,11998300000.0,0.9060729662361205
XYL,2018,12,11990700000.0,0.905733061409472
CNA,2018,12,11982800000.0,0.9055064581917063
ANSS,2018,12,11944100000.0,0.9052798549739406
MRO,2018,12,11920500000.0,0.9050532517561749
MTCH,2018,12,11893700000.0,0.9048266485384092
TFX,2018,12,11885500000.0,0.9046000453206435
GPS,2018,02,11883500000.0,0.9043734421028778
BURL,2019,02,11846300000.0,0.9041468388851122
ROL,2018,12,11816200000.0,0.9039202356673465
ATUS,2018,12,11813500000.0,0.9036936324495808
VNO,2018,12,11803400000.0,0.9034670292318151
WCG,2018,12,11802600000.0,0.9032404260140494
EXPD,2018,12,11751700000.0,0.9030138227962837
DISH,2018,12,11677800000.0,0.902787219578518
IT,2018,12,11619800000.0,0.9025606163607524
FFIV,2018,09,11609000000.0,0.9023340131429867
CHRW,2018,12,11562700000.0,0.902107409925221
VST,2018,12,11546800000.0,0.9018808067074553
NRG,2018,12,11481200000.0,0.9016542034896895
AAP,2018,12,11477800000.0,0.9014276002719238
EXR,2018,12,11447100000.0,0.9012009970541581
GDDY,2018,12,11386200000.0,0.9009743938363924
DGX,2018,12,11330700000.0,0.9007477906186268
MOS,2018,12,11259600000.0,0.9005211874008611
PVH,2018,02,11250900000.0,0.9002945841830954
EFX,2018,12,11229200000.0,0.9000679809653297
KMX,2018,02,11198100000.0,0.899841377747564
TXT,2018,12,11173800000.0,0.8996147745297983
HOLX,2018,09,11167900000.0,0.8993881713120326
MTN,2018,07,11164300000.0,0.899161568094267
ETFC,2018,12,11156000000.0,0.8989349648765013
HEI,2018,10,11140300000.0,0.8987083616587356
TAP,2018,12,11131300000.0,0.8984817584409699
CMA,2018,12,11107100000.0,0.8982551552232042
KSS,2019,02,11080200000.0,0.8980285520054385
IMO,2018,12,11012400000.0,0.8978019487876728
CBOE,2018,12,10976700000.0,0.8975753455699071
TTWO,2018,03,10973100000.0,0.8973487423521413
LNC,2018,12,10960100000.0,0.8971221391343757
DRI,2018,05,10903400000.0,0.89689553591661
MAA,2018,12,10894300000.0,0.8966689326988443
JEC,2018,09,10855700000.0,0.8964423294810786
SSNC,2018,12,10848100000.0,0.8962157262633129
TTWO,2019,03,10828500000.0,0.8959891230455472
TIF,2019,01,10815900000.0,0.8957625198277815
UHS,2018,12,10783200000.0,0.8955359166100159
MLM,2018,12,10778300000.0,0.8953093133922502
STE,2019,03,10767800000.0,0.8950827101744845
WYNN,2018,12,10755300000.0,0.8948561069567188
KEYS,2018,10,10698400000.0,0.8946295037389531
IEP,2018,12,10654000000.0,0.8944029005211874
DXCM,2018,12,10643600000.0,0.8941762973034217
UDR,2018,12,10633600000.0,0.893949694085656
ARMK,2018,09,10603400000.0,0.8937230908678904
KMX,2019,02,10562400000.0,0.8934964876501247
DVN,2018,12,10553200000.0,0.8932698844323589
TRU,2018,12,10525000000.0,0.8930432812145932
WPC,2018,12,10523900000.0,0.8928166779968275
MRVL,2018,02,10487100000.0,0.8925900747790618
INVH,2018,12,10453200000.0,0.8923634715612961
COTY,2018,06,10410000000.0,0.8921368683435305
KKR,2018,12,10387800000.0,0.8919102651257648
DOV,2018,12,10382300000.0,0.8916836619079991
LYV,2018,12,10320100000.0,0.8914570586902334
DPZ,2018,12,10315100000.0,0.8912304554724677
ATO,2018,09,10313900000.0,0.891003852254702
HAS,2018,12,10278700000.0,0.8907772490369363
KSS,2018,02,10271800000.0,0.8905506458191706
VAR,2018,09,10246900000.0,0.890324042601405
EMN,2018,12,10238500000.0,0.8900974393836393
TSCO,2018,12,10185400000.0,0.8898708361658736
JBHT,2018,12,10157800000.0,0.8896442329481079
RL,2019,03,10141400000.0,0.8894176297303422
SIVB,2018,12,10113400000.0,0.8891910265125765
ODFL,2018,12,10095300000.0,0.8889644232948107
JKHY,2018,06,10094700000.0,0.888737820077045
LULU,2018,01,10042900000.0,0.8885112168592794
CF,2018,12,10041700000.0,0.8882846136415137
DATA,2018,12,10028100000.0,0.888058010423748
LNT,2018,12,9968320000.0,0.8878314072059823
APA,2018,12,9963020000.0,0.8876048039882166
AKAM,2018,12,9947860000.0,0.8873782007704509
REG,2018,12,9942920000.0,0.8871515975526852
NOV,2018,12,9852520000.0,0.8869249943349196
FWONA,2018,12,9736490000.0,0.8866983911171539
KSU,2018,12,9707020000.0,0.8864717878993882
IEX,2018,12,9685370000.0,0.8862451846816225
GPS,2019,02,9642650000.0,0.8860185814638568
COG,2018,12,9636870000.0,0.8857919782460911
AES,2018,12,9576820000.0,0.8855653750283254
UGI,2018,09,9562410000.0,0.8853387718105598
PNW,2018,12,9549190000.0,0.8851121685927941
XRAY,2018,12,9498050000.0,0.8848855653750283
OTEX,2018,06,9497830000.0,0.8846589621572626
LW,2018,05,9440640000.0,0.8844323589394969
NCLH,2018,12,9396140000.0,0.8842057557217312
HSIC,2018,12,9387770000.0,0.8839791525039655
FANG,2018,12,9386610000.0,0.8837525492861998
ALLY,2018,12,9360430000.0,0.8835259460684342
JNPR,2018,12,9288100000.0,0.8832993428506685
DRE,2018,12,9280470000.0,0.8830727396329028
Y,2018,12,9247930000.0,0.8828461364151371
NI,2018,12,9209320000.0,0.8826195331973714
HLF,2018,12,9203190000.0,0.8823929299796057
OKTA,2019,01,9103460000.0,0.88216632676184
SGEN,2018,12,9073870000.0,0.8819397235440743
ZAYO,2018,06,9052400000.0,0.8817131203263087
WRB,2018,12,9026200000.0,0.881486517108543
NBL,2018,12,9001030000.0,0.8812599138907773
QRVO,2019,03,8989350000.0,0.8810333106730116
MAS,2018,12,8932770000.0,0.8808067074552459
VEEV,2018,01,8884840000.0,0.8805801042374801
FTI,2018,12,8862570000.0,0.8803535010197144
HFC,2018,12,8857700000.0,0.8801268978019487
RE,2018,12,8851510000.0,0.8799002945841831
NWSA,2018,06,8830900000.0,0.8796736913664174
TWLO,2018,12,8827940000.0,0.8794470881486517
LII,2018,12,8816400000.0,0.879220484930886
NVR,2018,12,8809590000.0,0.8789938817131203
RGA,2018,12,8802890000.0,0.8787672784953546
FDS,2018,08,8799040000.0,0.878540675277589
SUI,2018,12,8783660000.0,0.8783140720598233
RL,2018,03,8782540000.0,0.8780874688420576
PKI,2018,12,8737840000.0,0.8778608656242919
FRT,2018,12,8718800000.0,0.8776342624065262
ELS,2018,12,8717170000.0,0.8774076591887605
MHK,2018,12,8678310000.0,0.8771810559709948
NWL,2018,12,8677810000.0,0.8769544527532291
QRVO,2018,03,8668610000.0,0.8767278495354635
FNF,2018,12,8653070000.0,0.8765012463176977
FMC,2018,12,8637730000.0,0.876274643099932
CDK,2018,06,8586040000.0,0.8760480398821663
ZBRA,2018,12,8567290000.0,0.8758214366644006
WLK,2018,12,8546870000.0,0.8755948334466349
DVA,2018,12,8542360000.0,0.8753682302288692
FLEX,2018,03,8437370000.0,0.8751416270111035
AGNC,2018,12,8381170000.0,0.8749150237933379
NTNX,2018,07,8344510000.0,0.8746884205755722
BGNE,2018,12,8341540000.0,0.8744618173578065
URI,2018,12,8315450000.0,0.8742352141400408
TMK,2018,12,8313110000.0,0.8740086109222751
NLSN,2018,12,8281760000.0,0.8737820077045094
TRGP,2018,12,8258790000.0,0.8735554044867437
